,cdf,batch_num_prefill_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.0
20,0.2,0.0
21,0.21,0.0
22,0.22,0.0
23,0.23,0.0
24,0.24,0.0
25,0.25,0.0
26,0.26,0.0
27,0.27,0.0
28,0.28,0.0
29,0.29,0.0
30,0.3,0.0
31,0.31,0.0
32,0.32,0.0
33,0.33,0.0
34,0.34,0.0
35,0.35000000000000003,0.0
36,0.36,0.0
37,0.37,0.0
38,0.38,0.0
39,0.39,0.0
40,0.4,0.0
41,0.41000000000000003,0.0
42,0.42,0.0
43,0.43,0.0
44,0.44,0.0
45,0.45,0.0
46,0.46,0.0
47,0.47000000000000003,0.0
48,0.48,0.0
49,0.49,0.0
50,0.5,0.0
51,0.51,0.0
52,0.52,0.0
53,0.53,0.0
54,0.54,0.0
55,0.55,0.0
56,0.56,0.0
57,0.5700000000000001,0.0
58,0.58,0.0
59,0.59,0.0
60,0.6,0.0
61,0.61,0.0
62,0.62,6.993632892422741
63,0.63,81.04470897088486
64,0.64,153.08620238278175
65,0.65,227.92150871638486
66,0.66,238.17395840139497
67,0.67,240.08699264039853
68,0.68,241.0492641917914
69,0.6900000000000001,242.01539253912478
70,0.7000000000000001,242.01539253912478
71,0.71,242.9853931404834
72,0.72,242.9853931404834
73,0.73,242.9853931404834
74,0.74,242.9853931404834
75,0.75,243.9592815159079
76,0.76,243.9592815159079
77,0.77,243.9592815159079
78,0.78,243.9592815159079
79,0.79,244.9370732476433
80,0.8,244.9370732476433
81,0.81,244.9370732476433
82,0.8200000000000001,244.9370732476433
83,0.8300000000000001,244.9370732476433
84,0.84,245.91878398038853
85,0.85,245.91878398038853
86,0.86,245.91878398038853
87,0.87,245.91878398038853
88,0.88,245.91878398038853
89,0.89,246.90442942154698
90,0.9,246.90442942154698
91,0.91,246.90442942154698
92,0.92,247.89402534147717
93,0.93,247.89402534147717
94,0.9400000000000001,247.89402534147717
95,0.9500000000000001,248.88758757374526
96,0.96,248.88758757374526
97,0.97,249.8851320153791
98,0.98,250.88667462712155
99,0.99,250.88667462712155
100,1.0,255.95492335581315
