,Request Id,request_scheduling_delay,cdf
1,5,0.0,0.00018254837531945966
2,3,0.0,0.0003650967506389193
10,7,0.0,0.000547645125958379
36,4,0.0,0.0007301935012778386
48,2,0.0,0.0009127418765972983
68,1,0.0,0.001095290251916758
77,6,0.0,0.0012778386272362175
146,0,0.0,0.0014603870025556773
829,755,0.0,0.0016429353778751369
747,832,3.0952810448070522e-06,0.0018254837531945967
127,102,2.7978610145140692e-05,0.002008032128514056
315,341,5.209008935480597e-05,0.002190580503833516
317,371,7.159819148228053e-05,0.0023731288791529756
555,446,0.00011983462266584866,0.002555677254472435
246,210,0.00013390512737032623,0.002738225629791895
299,351,0.00018942530414278735,0.0029207740051113546
625,596,0.00019416013776663021,0.003103322380430814
192,237,0.0002248019203250351,0.0032858707557502738
46,83,0.00023087836290969221,0.0034684191310697336
582,607,0.00024387177757034806,0.0036509675063891934
163,196,0.00025804139188778663,0.0038335158817086527
570,667,0.00032011792453090493,0.004016064257028112
686,666,0.0003258378763177916,0.004198612632347572
209,254,0.00033763551371635003,0.004381161007667032
549,603,0.0004093925996642156,0.0045637093829864915
596,664,0.00041463097542759897,0.004746257758305951
90,77,0.0004277837501938109,0.004928806133625411
634,677,0.0004636523573253726,0.00511135450894487
2984,3096,0.00048016413404639025,0.00529390288426433
923,989,0.0005132436767780746,0.00547645125958379
381,429,0.0006475557043472691,0.005658999634903249
1665,1618,0.0006495630279914621,0.005841548010222709
203,264,0.0006703650469290778,0.006024096385542169
1597,1590,0.0006937633872325932,0.006206644760861628
601,618,0.0007124942408722745,0.006389193136181088
3069,3142,0.0007625571922744712,0.0065717415115005475
414,515,0.000767704054595697,0.006754289886820007
713,644,0.0007763389804722465,0.006936838262139467
609,486,0.0008001861457103132,0.007119386637458927
781,724,0.000833264206420381,0.007301935012778387
2054,2080,0.0008344348769924181,0.007484483388097846
54,87,0.0008563424561067734,0.007667031763417305
907,974,0.0008665941016943179,0.007849580138736765
157,194,0.000868875494695942,0.008032128514056224
